,Title,Song Links,Artist,Streams,Date,Token,Loudness
930,Hipócrita,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw,Anuel AA,665834,2018-10-07,6XBjCetHKdO5L9cwMDVffw,-2.78
931,Say You Won't Let Go,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,James Arthur,661508,2018-10-07,5uCax9HTNlzGybIStD3vDh,-7.398
932,Whenever (feat. Conor Maynard),https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z,Kris Kross Amsterdam,658691,2018-10-07,3DGar7krWlmrXRFHBcQF6z,-5.562
933,X - Remix,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw,Nicky Jam,658461,2018-10-07,6JjPBQfI2Y8nIjnm65X6Pw,-4.957
934,Darkside,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG,Alan Walker,657747,2018-10-07,1snWlbcbgQpJfknoI30DWG,-5.06
935,The Hype,https://open.spotify.com/track/7I3skNaQdvZSS7zXY2VHId,Twenty One Pilots,653982,2018-10-07,7I3skNaQdvZSS7zXY2VHId,-6.149
936,Dedicate,https://open.spotify.com/track/0Y7di9ZCmB6Elad5WISaPc,Lil Wayne,647580,2018-10-07,0Y7di9ZCmB6Elad5WISaPc,-6.162
937,Me Niego (feat. Ozuna & Wisin),https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T,Reik,640832,2018-10-07,6jA8JUuPCGYjFcgw0AoM5T,-4.449
938,Happier,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Ed Sheeran,639461,2018-10-07,2RttW7RAu5nOAfq6YFvApB,-7.355
939,REEL IT IN,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY,Aminé,635265,2018-10-07,5qHirGR7M9tdm6C17DlzSY,-8.677
940,Levitate,https://open.spotify.com/track/2uBhGx3m5iJrtsql8Qk00j,Twenty One Pilots,631147,2018-10-07,2uBhGx3m5iJrtsql8Qk00j,-5.941
941,Closer,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,625857,2018-10-07,7BKLCZ1jbUBVqRi2FVlTVw,-5.599
942,Want To,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ,Dua Lipa,618759,2018-10-07,0CBFOvHlyqy30Q5tbyNHfQ,-4.783
943,the remedy for a broken heart (why am I so in love),https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7,XXXTENTACION,615687,2018-10-07,4UKCKdYiLN6IMA5ZESUTL7,-11.192
944,These Days,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,Rudimental,614547,2018-10-07,5CLGzJsGqhCEECcpnFQA8x,-4.057
945,In My Blood,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,Shawn Mendes,607746,2018-10-07,2QZ7WLBE8h2y1Y5Fb8RYbH,-7.321
946,Unica,https://open.spotify.com/track/33b2wX9d0kxqxhi7lcsC1A,Ozuna,602559,2018-10-07,33b2wX9d0kxqxhi7lcsC1A,-3.048
947,Bandito,https://open.spotify.com/track/5INKIG4QNuD4xq7qZcfPzp,Twenty One Pilots,601776,2018-10-07,5INKIG4QNuD4xq7qZcfPzp,-8.367
948,Cut My Lip,https://open.spotify.com/track/6gFtgkh8ShkrJn52Cbdhxy,Twenty One Pilots,596084,2018-10-07,6gFtgkh8ShkrJn52Cbdhxy,-5.856
949,Mine,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR,Bazzi,595827,2018-10-07,7uzmGiiJyRfuViKKK3lVmR,-3.874
950,Wasted (feat. Lil Uzi Vert),https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB,Juice WRLD,595749,2018-10-07,3obgSF06ki98lYNLNq5vCB,-5.024
951,Tints (feat. Kendrick Lamar),https://open.spotify.com/track/1gnwGVoG7V08vMX3hyr90x,Anderson .Paak,593274,2018-10-07,1gnwGVoG7V08vMX3hyr90x,-6.73
952,YOSEMITE,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,Travis Scott,589466,2018-10-07,7lAK3oHbfEnvUQWosrMMpR,-6.571
953,Me Dijeron,https://open.spotify.com/track/17UUYZ290omPaJY4wKeyHh,Ozuna,588951,2018-10-07,17UUYZ290omPaJY4wKeyHh,-2.817
954,Congratulations,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,Post Malone,587860,2018-10-07,3a1lNhkSLSkpJE4MSHpDu9,-4.183
955,Hope,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah,XXXTENTACION,587742,2018-10-07,2ZRo7axmMPeSVUvDbGkJah,-6.081
956,What Lovers Do (feat. SZA),https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG,Maroon 5,587062,2018-10-07,0GxQ1A5L9xnMOytbP6eKBG,-5.131
957,Celoso,https://open.spotify.com/track/33zcmmElV1YbRZe57biUjg,Lele Pons,586693,2018-10-07,33zcmmElV1YbRZe57biUjg,-4.179
958,Pet Cheetah,https://open.spotify.com/track/7daBwTiPNOVgoMUG4SICgh,Twenty One Pilots,585517,2018-10-07,7daBwTiPNOVgoMUG4SICgh,-7.052
959,Fall,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato,Eminem,584772,2018-10-07,58QhkbaAkLFnn7JwAnAato,-5.716
960,All I Am,https://open.spotify.com/track/6X6SdJzxyw7GzxwP2fr9WV,Jess Glynne,580253,2018-10-07,6X6SdJzxyw7GzxwP2fr9WV,-5.199
961,500 PS,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG,Bonez MC,574266,2018-10-07,4UOXo3xWnxYdTf3sFyRaUG,-5.883
962,Young Dumb & Broke,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,Khalid,570627,2018-10-07,5Z3GHaZ6ec9bsiI5BenrbY,-6.351
963,I'm Yours,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,570114,2018-10-07,3S0OXQeoh0w6AY8WQVckRW,-8.322
964,Flames,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh,David Guetta,569945,2018-10-07,66BjcDhhwWCcQIBxHMpKXh,-5.892
965,Africa,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,TOTO,567625,2018-10-07,2374M0fQpWi3dLnB54qaLX,-18.064
966,Can't Be Broken,https://open.spotify.com/track/5cGpjfgAvidLy6znwkCxkP,Lil Wayne,567417,2018-10-07,5cGpjfgAvidLy6znwkCxkP,-5.997
967,HUMBLE.,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,564973,2018-10-07,7KXjTSCq5nL1LoYtL7XAwS,-6.638
968,SWISH,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD,Tyga,561122,2018-10-07,55GiOwtxNajXVbpjjIzMnD,-5.608
969,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b,Sofia Reyes,556816,2018-10-07,4QtiVmuA88tPQiCOHZuQ5b,-3.112
970,Lost In Japan - Remix,https://open.spotify.com/track/575NJxNUVDqwJGdzBrlLbv,Shawn Mendes,556786,2018-10-07,575NJxNUVDqwJGdzBrlLbv,-5.34
971,Silence,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,Marshmello,556629,2018-10-07,7vGuf3Y35N4wmASOKLUVVU,-3.093
972,OTW,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI,Khalid,556160,2018-10-07,6Hgh47WXVKtXN5zGOu0hjI,-6.183
973,Drew Barrymore,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV,Bryce Vine,555318,2018-10-07,0OgGn1ofaj55l2PcihQQGV,-7.312
974,Thinking out Loud,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Ed Sheeran,552369,2018-10-07,1Slwb6dOYkBlWal1PGtnNg,-6.061
975,Head Above Water,https://open.spotify.com/track/1N7YeVU0ZwAFbOhwM61ef6,Avril Lavigne,552247,2018-10-07,1N7YeVU0ZwAFbOhwM61ef6,-5.351
976,X,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA,Nicky Jam,550256,2018-10-07,39N9RPD9MRb5WmoLzNzPeA,-4.736
977,Something Just Like This,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,The Chainsmokers,549867,2018-10-07,6RUKPb4LETWmmr3iAEQktW,-6.769
978,Multi Millionaire (feat. Lil Uzi Vert),https://open.spotify.com/track/7q8cy4uoA2itYATsKeXhcq,Lil Pump,548448,2018-10-07,7q8cy4uoA2itYATsKeXhcq,-3.813
979,Estamos Bien,https://open.spotify.com/track/7glCSQqV5o6NU88Cn4zPZn,Bad Bunny,543628,2018-10-07,7glCSQqV5o6NU88Cn4zPZn,-5.618
980,Off White VLONE (Lil Ba,https://open.spotify.com/track/6PoKfDY78ih5OveWirggRX,& Gunna feat. Lil Durk & NAV),543413,2018-10-07,6PoKfDY78ih5OveWirggRX,-8.115
981,Diamond Heart,https://open.spotify.com/track/4J4zx8xGJpuGndrVc06KaT,Alan Walker,540128,2018-10-07,4J4zx8xGJpuGndrVc06KaT,-6.145
982,Legend,https://open.spotify.com/track/1CDVadnneswMxi6gBqJTtC,Twenty One Pilots,539464,2018-10-07,1CDVadnneswMxi6gBqJTtC,-6.209
983,Madura (feat. Bad Bunny),https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN,Cosculluela,536648,2018-10-07,0r9d60ZYPAlFHq8qnUtkXN,-7.639
984,Kokain,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf,Bonez MC,536594,2018-10-07,4Bj3usjRTckEJARO0dLbDf,-7.906
985,Wolves,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,Selena Gomez,532916,2018-10-07,0tBbt8CrmxbjRP0pueQkyU,-4.59
986,Photograph,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,532495,2018-10-07,6fxVffaTuwjgEk5h9QyRjy,-10.48
987,Self Care,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx,Mac Miller,532351,2018-10-07,5bJ1DrEM4hNCafcDd1oxHx,-8.109
988,Call Out My Name,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N,The Weeknd,531617,2018-10-07,1gm616Plq4ScqNi7TVkZ5N,-4.929
989,Wonderwall - Remastered,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,Oasis,531252,2018-10-07,5qqabIl2vWzo9ApSC317sa,-4.066
990,Sin (feat. Jaden Smith),https://open.spotify.com/track/1Jl21sidRpEdlVBvYbssLx,Young Thug,530251,2018-10-07,1Jl21sidRpEdlVBvYbssLx,-11.767
991,8 Letters,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt,Why Don't We,523571,2018-10-07,4zRZAmBQP8vhNPf9i9opXt,-5.702
992,Mi Cama - Remix,https://open.spotify.com/track/38QmUDpkoYlNbMKvpvAsrE,KAROL G,522013,2018-10-07,38QmUDpkoYlNbMKvpvAsrE,-4.423
993,Ric Flair Drip (& Metro Boomin),https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,Offset,521621,2018-10-07,7sO5G9EABYOXQKNPNiE9NR,-8.28
994,Chica Paranormal,https://open.spotify.com/track/2r77vqSZkOktTSgmAOoHsV,Paulo Londra,520452,2018-10-07,2r77vqSZkOktTSgmAOoHsV,-4.319
995,Close Friends (Lil Ba,https://open.spotify.com/track/5nzhL67GpF9szXWg5y509A,& Gunna),517603,2018-10-07,5nzhL67GpF9szXWg5y509A,-4.669
996,Don’t Matter To Me (with Michael Jackson),https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0,Drake,517240,2018-10-07,6G8kHiVZ1jW7vHMPVRNZU0,-12.391
997,Por Perro,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ,Sebastian Yatra,515732,2018-10-07,2alIsNw1mqEShbWyO1HXZZ,-5.18
998,Love No More,https://open.spotify.com/track/15fZrZhdK0g1BS9sDeW6sD,Loud Luxury,512375,2018-10-07,15fZrZhdK0g1BS9sDeW6sD,-6.249
999,goosebumps,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,Travis Scott,510547,2018-10-07,6gBFPUFcJLzWGx4lenP6h2,-3.37
