,Title,Artist,Streams,Date,Token,Duration,Loudness,Speechiness,Energy,Tempo,Valence,Instrumentalness,Modality
1045,That's a Rack,Lil Uzi Vert,611550,2019-05-15,4pCEIQ6wBVuaJdER5bALtO,236571,-8.04,0.501,0.432,140.042,0.258,0.0,0
1046,My Bad,Khalid,610838,2019-05-15,2XKFnwB6djxrJCjR3PdeRb,163973,-9.146,0.0906,0.578,84.965,0.367,0.59,0
1047,"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,610517,2019-05-15,4Y0TtDriFlN3XZoQx6PYsu,196188,-5.452,0.0282,0.537,112.864,0.0681,9.05e-06,0
1048,Someone You Loved,Lewis Capaldi,2181624,2019-05-16,2TIlqbIneP0ZY1O0EzYLlc,182161,-5.679,0.0319,0.405,109.891,0.446,0.0,1
1049,HP,Maluma,1783927,2019-05-16,31UjYv5vLsDkzchJOtUMtW,184436,-3.157,0.0773,0.791,91.98,0.618,1.14e-06,0
1050,Cool,Jonas Brothers,762738,2019-05-16,3QmolSZqjjLksTUvZJ6pPS,167120,-5.533,0.0458,0.603,79.007,0.643,0.0,1
1051,i,Lil Skies,688077,2019-05-16,4ZT9FnbFu1PaBfV3itxiqT,181891,-7.28,0.085,0.453,99.183,0.431,0.0,1
1052,Freaky,Tory Lanez,671145,2019-05-16,0NJp8GyCOWnQh71xKSPfuV,173926,-5.764,0.0618,0.563,104.991,0.363,0.0,1
1053,Out Of Love,Alessia Cara,663121,2019-05-16,4WzhjxvLP95y7AMDy0Atwb,227693,-9.25,0.0336,0.267,117.679,0.137,0.0,1
1054,Hold Me While You Wait,Lewis Capaldi,654537,2019-05-16,6700Z4Izi8EbB6JNthU6Ma,205687,-5.507,0.0333,0.53,106.958,0.162,0.0,1
1055,Thotiana,Blueface,650102,2019-05-16,3oh6SCCeLuXhFpEyepla6G,129264,-12.89,0.269,0.382,104.025,0.391,0.0,0
1056,Créeme,KAROL G,641194,2019-05-16,4EKZsrsCKyqr64FBHLc0DU,214293,-3.576,0.0548,0.874,96.995,0.652,0.000162,1
1057,Say My Name,David Guetta,639276,2019-05-16,0YammaEkYSeo9vQYZ1OwS6,198947,-5.119,0.123,0.66,95.031,0.79,0.0,0
1058,Stay (Don't Go Away) [feat. Raye],David Guetta,630460,2019-05-16,4YhN72dRYL2Z3MsaKyT7rS,185943,-5.68,0.0624,0.797,119.865,0.552,0.0,0
1059,ilomilo,Billie Eilish,626932,2019-05-16,7qEKqBCD2vE5vIBsrUitpD,156371,-15.044,0.0585,0.423,120.02,0.572,0.469,0
1060,listen before i go,Billie Eilish,616202,2019-05-16,0tMSssfxAL2oV8Vri0mFHE,242652,-23.023,0.045,0.0561,79.764,0.082,0.00384,1
1061,Chlorine,Twenty One Pilots,613989,2019-05-16,23OXdR7YuUBVWh5hSnYJau,324467,-7.388,0.0548,0.674,90.009,0.315,0.06,0
1062,Drugs & The Internet,Lauv,613402,2019-05-16,4SHhui9S7lFYGHXikfneGo,178550,-6.596,0.133,0.583,89.134,0.216,1.06e-05,1
1063,Con Calma - Remix,Daddy Yankee,612533,2019-05-16,4au7FRcgZzChASRYu279xH,181280,-3.01,0.0454,0.868,94.026,0.613,1.48e-06,0
1064,Higher (feat. Nipsey Hussle & John Legend),DJ Khaled,1547172,2019-05-17,5FYvEl2ThSP9THRBuB1qRB,176875,-1.996,0.245,0.956,83.655,0.446,0.0,1
1065,Celebrate (feat. Travis Scott & Post Malone),DJ Khaled,1453599,2019-05-17,5DiuFfnqqyWKat40eY8r8y,206499,-3.07,0.0835,0.714,67.4,0.309,0.0,0
1066,PUPPE,Rammstein,971336,2019-05-17,2iFgHPoa7FNHwgLnjXzu7F,273707,-7.341,0.0574,0.822,116.929,0.3,0.0,1
1067,SEX,Rammstein,926457,2019-05-17,15f16lrsDzFeNpHYBTzHLI,236529,-3.97,0.0604,0.93,123.018,0.432,0.00175,1
1068,One,Lewis Capaldi,911102,2019-05-17,5C1TucCRf4Vjjree1OItyv,179908,-7.085,0.0409,0.339,117.995,0.512,0.0,1
1069,Fliegst Du mit,Shirin David,896266,2019-05-17,7d5OMedGbW3CZwFfiNMGeI,258837,-7.95,0.229,0.44,135.931,0.377,1.85e-06,0
1070,RADIO,Rammstein,864399,2019-05-17,5vZ4IeUenK2cHub2d7yfWk,277397,-5.145,0.0409,0.894,132.03,0.76,0.00381,0
1071,Weather the Storm (feat. Meek Mill & Lil Ba,),837002,2019-05-17,2yrdwMzK9HL3O7dGd79yoC,153337,-2.655,0.283,0.802,76.069,0.279,0.0,0
1072,WAS ICH LIEBE,Rammstein,802974,2019-05-17,4anzVbFPUuZTw0KQeZ0qnu,269046,-4.953,0.044,0.665,172.005,0.582,0.0621,1
1073,Blame It on Your Love (feat. Lizzo),Charli XCX,751520,2019-05-17,1MfuskV4ODUp14C2dnyPgW,191114,-2.666,0.0487,0.757,100.007,0.558,0.0,1
1074,DIAMANT,Rammstein,727330,2019-05-17,1UZs9dauJnxrqYxMIzxnwC,154299,-11.841,0.0375,0.272,140.506,0.122,2.37e-05,0
1075,TATTOO,Rammstein,724383,2019-05-17,6X5zsgjDlssIkv0sVYZgx1,251659,-4.547,0.091,0.96,141.042,0.302,7.93e-05,1
1076,"You Stay (feat. Meek Mill, J Balvin, Lil Ba",& Jeremih),723894,2019-05-17,4U6ubKsTd8RBDP5tPPhh7I,275276,-5.628,0.133,0.63,117.988,0.227,0.0,0
1077,WEIT WEG,Rammstein,720376,2019-05-17,0sMmtnF7by7WPNeRXCam9H,260916,-5.109,0.0508,0.833,202.036,0.303,0.000292,1
1078,ZEIG DICH,Rammstein,704652,2019-05-18,3d3k8g4GTVx9EFIFlOZOEX,255845,-4.283,0.0417,0.942,165.066,0.365,0.0246,0
1079,Weather the Storm (feat. Meek Mill & Lil Ba,),684722,2019-05-18,6xVhqLT40s5sVhepe9Mckc,153337,-2.655,0.283,0.802,76.069,0.279,0.0,0
1080,AUSLÄNDER,Rammstein,683684,2019-05-18,7j43FohbLVulScL7S9sQZk,231603,-4.159,0.0912,0.912,125.031,0.479,0.00136,1
1081,Gib Gas,Ufo361,683482,2019-05-18,7MqL7uh6zGd8x0B9srz3r0,173200,-4.529,0.0958,0.852,74.996,0.277,0.179,1
1082,"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,672919,2019-05-18,03nPEoQOYMuDe7KmGljpmd,260000,-4.708,0.341,0.761,135.543,0.653,0.0,1
1083,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,2346023,2019-05-19,4Sib57MmYGJzSvkW84jTwh,193040,-4.143,0.0702,0.839,182.123,0.657,0.0,1
1084,Too Late For Love,John Lundvik,654595,2019-05-19,6Jf8Y84YSdqeJfEPDJFEZu,178133,-4.155,0.0734,0.746,104.252,0.417,0.0,1
1085,She Got Me,Luca Hänni,718737,2019-05-20,6TNK1SFt77MvTFoiTloiFQ,180816,-5.893,0.05,0.755,97.063,0.472,1.15e-05,0
1086,Unsainted,Slipknot,685151,2019-05-20,2093eVNfimjmNjU1gk1ES7,260276,-2.885,0.0565,0.944,101.078,0.248,0.0159,1
1087,Spirit in the Sky,Keiino,660904,2019-05-20,7B7O5jgFpWfc9orZw6FN4K,185158,-6.469,0.0585,0.754,121.952,0.357,0.0,0
1088,Letzte Träne,Kontra K,648433,2019-05-20,64A5aseVdsvdNOjobGQclN,175922,-5.087,0.244,0.919,134.029,0.607,1.38e-05,0
1089,ARE WE STILL FRIENDS?,"Tyler, The Creator",716855,2019-05-21,5TxRUOsGeWeRl3xOML59Ai,265480,-8.025,0.0371,0.497,187.308,0.313,2.39e-06,1
1090,I DON'T LOVE YOU ANYMORE,"Tyler, The Creator",701902,2019-05-21,5A0M6B0RBSXSNWv0wcppZ9,161200,-9.814,0.0932,0.522,142.952,0.584,0.0663,1
1091,DEUTSCHLAND,Rammstein,659686,2019-05-21,2bPGTMB5sFfFYQ2YvSmup0,322340,-5.242,0.0442,0.895,120.117,0.237,0.349,1
1092,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)",DJ Khaled,665709,2019-05-22,6Dq8FZrvx9S28iyaKSwn9x,255102,-3.684,0.147,0.685,94.9,0.61,0.0,1
1093,Tal Vez,Paulo Londra,1802799,2019-05-23,46lvmzK8wxAy66tjzXXSh0,264483,-2.899,0.106,0.655,161.966,0.76,0.0,1
1094,Adan y Eva,Paulo Londra,969116,2019-05-23,6FyRXC8tJUh863JCkyWqtk,258639,-4.47,0.336,0.709,171.993,0.72,0.0,1
1095,Go Loko,YG,835917,2019-05-23,3SZqA7rQvROJsCbUu2v0xa,299227,-5.188,0.0429,0.67,100.995,0.142,5.08e-06,1
1096,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,825097,2019-05-23,53rkN7z3bKorDSIxDvqXNt,268794,-4.727,0.0718,0.697,129.978,0.586,0.0,1
1097,I Don't Belong In This Club,Why Don't We,787282,2019-05-23,45ZGEdLxCZvdMX9jWlsAAx,222621,-5.744,0.0439,0.543,115.036,0.164,0.0,1
1098,Power is Power (feat. The Weeknd & Travis Scott),SZA,736534,2019-05-23,4cbdPT6uaBOgOQe3fLMofl,211267,-7.485,0.0641,0.644,179.913,0.172,0.0,1
1099,No Me Conoce - Remix,Jhay Cortez,735534,2019-05-23,7rknFhrVDyxzTJkPSf7LoW,307547,-3.855,0.0599,0.79,91.984,0.577,0.0,0
1100,Doin' Time,Lana Del Rey,716129,2019-05-23,0cLS7FslBJgsuWwJNRnPWB,201997,-5.837,0.0435,0.692,144.968,0.446,0.000458,0
1101,Higher (feat. Nipsey Hussle & John Legend),DJ Khaled,674662,2019-05-23,6O10oTtZIZ4DkkUqyfCbrR,176875,-1.996,0.245,0.956,83.655,0.446,0.0,1
1102,Nautilus,Shindy,668451,2019-05-23,7IkZpSOJKGXCGhqAvHs7FG,183692,-6.164,0.331,0.647,172.369,0.161,9.17e-06,1
1103,Light It Up (with Tyga & Chris Brown),Marshmello,667863,2019-05-23,4Q8aDd3H6LF8t4eY7So9O8,137448,-3.593,0.071,0.625,100.019,0.598,1.53e-06,0
1104,GRoCERIES,Chance the Rapper,662255,2019-05-23,0yFvWTLs3iIwDbc91noXGT,226846,-5.88,0.243,0.596,144.038,0.701,0.0,0
1105,Purple Emoji (feat. J. Cole),Ty Dolla $ign,873480,2019-05-24,3OJ4LEE50iFELaHiZ09zif,163755,-4.61,0.279,0.543,144.18,0.824,0.0,1
1106,One Touch,Jess Glynne,837982,2019-05-24,3eS1VMcEmq2IUgpaeDysCb,197876,-6.245,0.131,0.693,124.206,0.699,0.0,0
1107,IGOR'S THEME,"Tyler, The Creator",822490,2019-05-24,51RN0kzWd7xeR4th5HsEtW,200693,-7.371,0.377,0.672,163.1,0.0648,0.243,0
1108,A BOY IS A GUN*,"Tyler, The Creator",817953,2019-05-24,1nXZnTALNXiPlvXotqHm66,210253,-8.302,0.178,0.689,79.568,0.505,0.0,0
1109,WHAT'S GOOD,"Tyler, The Creator",750189,2019-05-24,6bOkaEXc5CopinGazSLokx,205627,-6.553,0.487,0.909,118.227,0.449,4.26e-06,1
1110,"GONE, GONE / THANK YOU","Tyler, The Creator",698387,2019-05-24,1hz7SRTGUNAtIQ46qiNv2p,375387,-8.436,0.193,0.492,78.848,0.471,0.0012,0
1111,PUPPET,"Tyler, The Creator",698384,2019-05-24,0wEC0GNF74lAqrEFZJMl1m,179013,-8.967,0.0478,0.557,77.572,0.199,0.0134,0
1112,Celebrate (feat. Travis Scott & Post Malone),DJ Khaled,668707,2019-05-25,0b6UoVjUzFyZNpHI0aAhKt,206499,-3.07,0.0835,0.714,67.4,0.309,0.0,0
1113,La Playa,Myke Towers,656904,2019-05-25,0jeS8PyyIRAG0A3t5DtL71,207731,-2.754,0.15,0.683,140.108,0.353,0.0,0
1114,In The Dark,YG,628322,2019-05-27,6l26j7uCiDstBiYTuiaInV,191813,-8.067,0.16,0.261,102.001,0.0635,0.0114,1
1115,Homerun (Intro),Paulo Londra,611637,2019-05-27,7kh95COsNZjnTmc6aF76n7,149505,-9.37,0.0593,0.264,135.117,0.672,0.0,1
1116,NEW MAGIC WAND,"Tyler, The Creator",644117,2019-05-28,0fv2KH6hac06J86hBUTcSf,195320,-5.414,0.107,0.73,139.566,0.464,0.000131,0
1117,Marlboro Rot,Samra,650879,2019-05-29,4e6l3QGj4RZesjDLVqYk3H,191000,-3.981,0.168,0.812,94.03,0.417,0.0,1
1118,Vintage,RIN,648349,2019-05-29,6xwI9R3ZHT9nWtSYvffYQm,167217,-4.934,0.275,0.767,159.959,0.698,0.00434,0
1119,RUNNING OUT OF TIME,"Tyler, The Creator",642713,2019-05-29,5QvBXUm5MglLJ3iBfTX2Wo,177227,-10.6,0.0528,0.391,84.281,0.162,0.000406,1
1120,Outta My Head (with John Mayer),Khalid,627522,2019-05-29,09oZ9eXQ2fo6YDrPzJqAoP,177067,-7.818,0.0316,0.545,103.012,0.514,0.000274,1
1121,SOS,Avicii,2668806,2019-05-30,6nDKrPlXdpomGBgAlO7UdP,157202,-6.181,0.0715,0.645,100.001,0.376,0.0,0
1122,All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,960755,2019-05-30,11o2y87vqODipLK98a1v34,169303,-4.101,0.0897,0.782,121.908,0.521,0.0,0
1123,"Hey Look Ma, I Made It",Panic! At The Disco,795019,2019-05-30,22oEJW6r2rMb9z4IntfyEa,169667,-3.337,0.0695,0.833,107.936,0.58,0.0,1
1124,Envy Me,Calboy,785135,2019-05-30,05t7JMip6JrLuSrMV5yYjX,120137,-7.663,0.313,0.481,149.025,0.581,0.0,1
1125,Do You Mean (feat. Ty Dolla $ign & bülow),The Chainsmokers,713213,2019-05-30,5MvLsT03RBp67RLoeISCdl,193176,-9.827,0.0394,0.666,99.989,0.566,0.0,1
1126,This Feeling,The Chainsmokers,646871,2019-05-30,4NBTZtAt1F13VvlSKe6KTl,197947,-7.906,0.0439,0.571,105.049,0.449,0.0,1
1127,Wake Up in the Sky,Gucci Mane,633036,2019-05-30,2G1tXoGBaEMJ7FKGnkf6ud,203161,-5.144,0.0485,0.578,143.01,0.367,0.0,0
1128,Punto G,KAROL G,626426,2019-05-30,2E82gORVSA7UMEz5M1IP3b,183160,-4.716,0.0907,0.746,165.994,0.905,0.000117,1
1129,Rebota,Guaynaa,625060,2019-05-30,2YRvdf9cdS88y1wB1WhKoE,204631,-1.998,0.285,0.911,180.128,0.918,0.0,1
1130,Press,Cardi B,2222591,2019-05-31,34mnEACakE122UwsaaoMSL,143792,-5.665,0.305,0.525,133.983,0.243,5.68e-06,1
1131,Cattitude (feat. RuPaul),Miley Cyrus,954824,2019-05-31,0uZd8cKaTyNogTREourFY5,189973,-5.698,0.175,0.851,121.065,0.705,0.000966,0
1132,Party Up The Street,Miley Cyrus,891748,2019-05-31,3DB14jHq2qNoByUN5W2gz1,217253,-7.325,0.0709,0.615,100.986,0.305,0.00622,1
1133,The Most,Miley Cyrus,843346,2019-05-31,1U4W2b7SdGXjNuJ7K591Re,221720,-6.886,0.0327,0.615,98.99,0.209,0.00339,1
1134,Spicy - with Diplo & Charli XCX,Herve Pagez,842008,2019-05-31,7hzjWGFi2HKUGOXp1LiQ3V,157867,-4.458,0.052,0.825,109.993,0.507,0.00661,0
1135,Glad He's Gone,Tove Lo,774221,2019-05-31,6aIAuKNU8JlVaTmoCYYN6U,196348,-8.073,0.0698,0.595,91.025,0.502,0.0,1
1136,Tough Love,Avicii,717533,2019-05-31,4XZxalvnG4Yo8YZLuiT1kV,191248,-4.837,0.0432,0.754,108.17,0.621,0.0,1
1137,Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,650394,2019-06-01,1Hd2XLitkt1PYCWSbfF5qV,202625,-5.18,0.343,0.666,145.041,0.853,0.0,0
1138,Malediven,MERO,650069,2019-06-01,0H0MIfeqip6GKmafftx7kC,169220,-6.446,0.176,0.827,159.87,0.884,0.0,0
1139,Love Thru The Computer (feat. Justin Bieber),Gucci Mane,700210,2019-06-03,1VsqQEYObJsOPaeZwEXRPg,173927,-4.427,0.0717,0.908,100.021,0.78,0.0,0
1140,Under Enemy Arms,Trippie Redd,681237,2019-06-03,1NF9EkR5OpMaoVWbsllcm9,162462,-5.266,0.0357,0.776,129.987,0.603,0.0,0
1141,D.R.E.A.M. (feat. Ghostface Killah),Miley Cyrus,615708,2019-06-03,42zePe03Iq8tvFcJAIKkp8,168347,-5.127,0.259,0.637,160.026,0.449,1.97e-05,1
1142,Unholy,Miley Cyrus,632201,2019-06-04,6vjymPak0JRQC2P84XlI9t,130187,-4.679,0.0363,0.534,141.983,0.206,3.62e-06,0
1143,Love Someone,Lukas Graham,614206,2019-06-04,3id2EVGKc3eFAMn9nFnB0r,205440,-6.581,0.0505,0.409,171.838,0.265,0.0,0
1144,Vermissen (feat. Henning May),Juju,614093,2019-06-04,1SSzM044DUbVpYNNHWIhYJ,161882,-5.008,0.0551,0.667,89.029,0.48,0.0,0
1145,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,629880,2019-06-05,1WSGTYKLEpKfNQYYW5Oymt,158027,-4.039,0.362,0.468,95.266,0.69,3.65e-06,0
1146,The Search,NF,626430,2019-06-05,2OKo7g3KfmCt3kyLvUAL0g,248040,-4.788,0.297,0.786,119.957,0.39,0.0,1
1147,I THINK,"Tyler, The Creator",621920,2019-06-05,4f8Mh5wuWHOsfXtzjrJB3t,212013,-8.241,0.0801,0.579,121.075,0.431,0.0,0
1148,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,617081,2019-06-05,27rdGxbavYJeBphck5MZAF,217467,-5.844,0.0671,0.794,114.066,0.244,1.36e-06,0
1149,SOS,Avicii,3123233,2019-06-06,0n2nEtLP3OzDdi12ziIekx,157202,-6.181,0.0715,0.645,100.001,0.376,0.0,0
1150,Sucker,Jonas Brothers,2416225,2019-06-06,4y3OI86AEP6PQoDE6olYhO,181040,-5.065,0.0588,0.734,137.958,0.952,0.0,0
1151,Pop Out (feat. Lil Tjay),Polo G,1548625,2019-06-06,5AjINjwKyRvQJhSe2zpPHi,166640,-7.106,0.362,0.621,83.976,0.254,0.0,1
1152,Tough Love,Avicii,935531,2019-06-06,0uxDHazXSSu9bSZ28LsnAN,191248,-4.837,0.0432,0.754,108.17,0.621,0.0,1
1153,MOWGLI II,PNL,826024,2019-06-06,1w2OwBeojIZI8hTI5WkMkV,225953,-10.104,0.444,0.533,155.999,0.422,4.54e-06,0
1154,Taste (feat. Offset),Tyga,808796,2019-06-06,5IaHrVsrferBYDm0bDyABy,232959,-7.442,0.12,0.559,97.994,0.342,0.0,1
1155,Broke Leg (with Quavo & Tyga),Tory Lanez,654558,2019-06-06,5CKtlUULFD5aPVX4PL02H6,165605,-3.4,0.0904,0.85,99.975,0.642,0.0,1
1156,Mo Bamba,Sheck Wes,644197,2019-06-06,1xzBco0xcoJEDXktl7Jxrr,183907,-5.266,0.0315,0.625,146.034,0.261,0.00986,1
1157,Faucet Failure,Ski Mask The Slump God,641846,2019-06-06,1ThmUihH9dF8EV08ku5AXN,145627,-9.373,0.335,0.552,99.993,0.615,0.0,0
1158,Please Me,Cardi B,625788,2019-06-06,0PG9fbaaHFHfre2gUVo7AN,200890,-6.711,0.081,0.57,133.992,0.65,0.0,1
1159,Ain't A Thing (feat. Bonn),Avicii,977771,2019-06-07,3MhNgzZwFtUF6jSr6pRSkW,183661,-7.286,0.0552,0.423,170.162,0.245,0.0,1
1160,Used To Be,Jonas Brothers,967592,2019-06-07,2n6red10oCd6YhlEUp6jXy,184987,-6.85,0.0448,0.517,145.946,0.176,0.0,1
1161,Cheum,Nekfeu,928881,2019-06-07,3eG36tERWexe2lm75Ea3Y8,196027,-4.884,0.319,0.613,139.888,0.339,0.0,1
1162,Les étoiles vagabondes,Nekfeu,917471,2019-06-07,1FN3Bo2tGTBxvEb5b83vFV,234053,-6.373,0.421,0.47,79.982,0.441,0.0,0
1163,Every Single Time,Jonas Brothers,903223,2019-06-07,76F54HHrw84yqAYqrAJkbr,212093,-5.176,0.0446,0.685,151.988,0.91,0.0,0
1164,Love Her,Jonas Brothers,886348,2019-06-07,2hgk8iKN9UdoM4ILlJ9F5N,193133,-6.039,0.0282,0.337,103.002,0.56,0.0,1
1165,Rollercoaster,Jonas Brothers,873040,2019-06-07,7dxKdQC9Vo1hDxIUnt1z0Q,181813,-7.986,0.0451,0.58,123.977,0.467,0.0,0
1166,Don't Throw it Away,Jonas Brothers,862750,2019-06-07,24eP9hGnGR6RCQvllQVkCm,172560,-5.082,0.0981,0.858,102.02,0.732,0.0,0
1167,Fades Away (feat. Noonie Bao),Avicii,841061,2019-06-07,6aPDvttLmezuUlv60ExTH9,178958,-8.319,0.0585,0.525,134.236,0.225,2.2e-06,1
1168,Alunissons,Nekfeu,836561,2019-06-07,48MQ3gJuiksM6zyLPRTFKj,278333,-11.555,0.041,0.323,131.324,0.273,0.000433,0
1169,XanaX Damage,Future,832656,2019-06-07,3tZ4zv4UuenjJGSNUMfBNG,104013,-8.975,0.143,0.609,139.084,0.324,0.000154,1
1170,Never Leave Me (feat. Joe Janiak),Avicii,820031,2019-06-07,7zGEU6BXl2c4TxpzIAr7BI,171726,-5.581,0.0939,0.662,82.368,0.45,0.0,1
1171,Excuse Me Mr Sir (feat. Vargas & Lagola),Avicii,814061,2019-06-07,5dVUSdsePmEKkq4ryfrobU,187753,-6.064,0.0727,0.672,114.708,0.492,0.00299,1
1172,Hesitate,Jonas Brothers,810407,2019-06-07,7fiFJADUcHwTdYLmnZeLAy,208840,-7.259,0.0322,0.485,118.051,0.236,0.0,1
1173,La Haine,Luciano,806020,2019-06-07,2AHJLtc81zIfj9EKcVEzmJ,164413,-4.654,0.0851,0.655,101.976,0.579,9.75e-05,0
1174,Takotsubo,Nekfeu,804253,2019-06-07,2SlzpQnpdEetONMktRWUKS,284787,-9.401,0.513,0.536,82.124,0.532,0.0,0
1175,Dans l'univers,Nekfeu,801164,2019-06-07,3OmMEncU5Z8hZJVKwAMZpk,244320,-9.949,0.161,0.424,131.938,0.208,0.000217,1
1176,Elle pleut,Nekfeu,798518,2019-06-07,31ljIjVJOgopnyNposqPhm,286520,-11.064,0.441,0.375,93.624,0.239,2.82e-06,1
1177,Irina Shayk,Ufo361,785727,2019-06-07,4Sokm1cWK36H2WctWWRGf1,147452,-9.504,0.0696,0.593,74.869,0.201,0.0209,0
1178,Menteur menteur,Nekfeu,778252,2019-06-07,5BX0UF54txMgYG73sVNeJJ,225427,-7.146,0.131,0.702,137.98,0.845,0.0,1
1179,Voyage léger,Nekfeu,774927,2019-06-07,0sSvwmaVvkcIARs3uaLmlj,202693,-7.839,0.233,0.561,120.098,0.147,0.0,0
1180,Happy When I'm Sad,Jonas Brothers,770528,2019-06-07,6DibqiBTKMob2SjBwKqRfS,158467,-7.054,0.0399,0.793,100.987,0.906,0.000215,1
1181,Strangers,Jonas Brothers,759149,2019-06-07,5md87aD3pGXRghKUbZdyh8,233853,-4.892,0.072,0.842,129.986,0.573,0.0,1
1182,NENENE,Fero47,753790,2019-06-07,5AiqL0ezAAauDuVK5EJvXU,183133,-4.831,0.0887,0.835,130.004,0.76,0.0,0
1183,Please Tell Me,Future,745157,2019-06-07,4ANFPo7dzs2DdPuONXC9bp,204520,-5.589,0.272,0.549,144.019,0.202,0.0,1
1184,Trust,Jonas Brothers,744921,2019-06-07,5MoU7TaAvgBa8W0XVwXAd7,180600,-6.329,0.0588,0.559,146.041,0.671,1.63e-05,1
1185,Comeback,Jonas Brothers,742973,2019-06-07,064tgRK6FYBwikCdxaHFV1,155680,-7.34,0.0403,0.553,145.009,0.185,0.0,1
1186,Peace Of Mind (feat. Vargas & Lagola),Avicii,723049,2019-06-08,6ZEYvUSgON3J5Qe1RYi3Jo,180000,-8.034,0.0298,0.624,110.003,0.278,6.97e-06,0
1187,Freak (feat. Bonn),Avicii,661075,2019-06-08,6NVjujGb9fnl25fjzm5dTy,179479,-6.245,0.171,0.576,91.204,0.695,8.08e-06,1
1188,Beer Never Broke My Heart,Luke Combs,646668,2019-06-08,5eDvChP4WAPPrtaQeI9MhT,186800,-4.483,0.0481,0.863,77.0,0.64,0.0,1
1189,Wake Me Up,Avicii,636203,2019-06-09,4h8VwCb1MTGoLKueQ1WgbD,247427,-5.659,0.0524,0.784,124.102,0.588,0.00187,1
1190,Earth,Lil Dicky,585829,2019-06-09,2S1LebN6AXXQqJolBxlWgO,281500,-4.649,0.05,0.664,95.941,0.676,0.0,1
1191,Government Official,Future,585232,2019-06-09,2QEnZJ8FwpBoyLKcFcgceT,150760,-5.125,0.157,0.774,144.988,0.321,3.03e-06,1
1192,Wieder Lila,Samra,584582,2019-06-09,2kkcJ8tSDV42LdWcPjy6We,188057,-4.026,0.3,0.756,168.031,0.645,0.0,0
1193,ReBoTa,Guayna,583532,2019-06-09,3LzJUPmudZeeJhUpeXYcuV,202478,-2.735,0.275,0.895,90.09,0.909,0.0,1
1194,I Believe,Jonas Brothers,657245,2019-06-10,1vYh9x8UmFTLbXiizk9Qc5,217533,-6.221,0.12,0.774,99.019,0.35,1.14e-05,1
1195,Bad Reputation (feat. Joe Janiak),Avicii,645790,2019-06-10,0HZgYFimoJG9Ijy8InUWcV,205417,-5.959,0.0512,0.637,89.995,0.446,6.5e-06,1
1196,Hold The Line (feat. A R I Z O N A),Avicii,636871,2019-06-10,6EBlOYNcZ8MrdEov9lEdV6,171786,-7.005,0.0341,0.554,98.045,0.372,2.56e-05,1
1197,Veleno 7,Gemitaiz,697468,2019-06-11,3fV9z98dnQLSIPIMMJXCm7,173371,-6.237,0.0601,0.843,132.991,0.327,1.24e-05,0
1198,Heart Upon My Sleeve (feat. Imagine Dragons),Avicii,620621,2019-06-11,6kXNnS7JJz0nAv4XEwEmQJ,254166,-5.983,0.0332,0.601,126.06,0.38,0.0,0
1199,Aute Cuture,ROSALÍA,613654,2019-06-11,7dQFpbs34ufIEU745DVclf,147626,-6.991,0.178,0.643,99.981,0.538,0.00894,1
1200,Cool,Jonas Brothers,640119,2019-06-12,7yfi8B8opXjnRh4VZnOkz9,167107,-5.487,0.0423,0.598,78.969,0.62,0.0,1
1201,Hold Me While You Wait,Lewis Capaldi,638898,2019-06-12,60iSKGrGazRzICtMjADNSM,205687,-5.507,0.0333,0.53,106.958,0.162,0.0,1
1202,Arcade,Duncan Laurence,712024,2019-06-13,1Xi84slp6FryDSCbzq4UCD,183624,-12.603,0.0441,0.329,71.884,0.266,0.00109,0
1203,Falling Like The Stars,James Arthur,710691,2019-06-13,15xWRPHQMeqgdkGzInx3PY,212720,-9.538,0.0351,0.351,177.596,0.19,1.5e-06,1
1204,Civil War,Russ,642825,2019-06-13,5tmu5pAFHkUSl8Fo8ncyA4,143880,-6.764,0.259,0.608,101.002,0.496,0.0,1
1205,Starving,Hailee Steinfeld,619953,2019-06-13,6875MeXyCW0wLyT72Eetmo,181933,-4.225,0.102,0.613,99.852,0.498,0.0,1
1206,Tricheur,Nekfeu,619305,2019-06-13,5ZwRTJD1bTACtIuW5Iibnu,248467,-7.984,0.241,0.637,138.142,0.191,0.0,0
1207,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,757023,2019-06-14,5Gu0PDLN4YJeW75PpBSg9p,174800,-4.154,0.0473,0.708,103.073,0.742,0.0,1
1208,Faz Gostoso (feat. Anitta),Madonna,746253,2019-06-14,2SC14LGDbRWRlyLg9Wupa0,245707,-6.12,0.0894,0.695,130.05,0.652,0.0,0
1209,Delicate,Taylor Swift,715869,2019-06-14,5sOch9Cf4uxcMtwFzMtNqQ,232253,-10.178,0.0682,0.404,95.045,0.0499,0.000357,0
